"","lon","lat","speed","focal_head"
"4051",-0.598554,51.373325,13.8379713568767,0.688387761227963
"4052",-0.598519,51.373344,13.678683407676,0.590187831777923
"4053",-0.598486,51.373366,14.7219914605041,0.537011526899002
"4054",-0.598454,51.37339,15.5294030411676,0.55588485379661
"4055",-0.598422,51.373413,15.0541804351135,0.527361660165014
"4056",-0.598392,51.373436,14.7980055984917,0.419913662062097
"4057",-0.598367,51.373461,15.2218461868313,0.343037318359349
"4058",-0.598347,51.373486,14.7593268293498,0.346063005777917
"4059",-0.598326,51.373512,15.3663788105435,0.3884139833209
"4060",-0.598304,51.373536,14.4173831024285,0.419839871061683
"4061",-0.59828,51.37356,14.6124880328676,0.435222418680408
"4062",-0.598255,51.373584,14.7152729271498,0.404817301473456
"4063",-0.598231,51.373609,15.121646405057,0.405378349323365
"4064",-0.598206,51.373635,15.7302994260133,0.419765176483695
"4065",-0.598181,51.37366,15.2208372785191,0.419746520082905
"4066",-0.598156,51.373685,15.2207105478822,0.375977363956201
"4067",-0.598133,51.373711,15.5409468196827,0.330647381945149
"4068",-0.598113,51.373737,15.2832419261752,0.279341647235896
"4069",-0.598095,51.373765,16.195093353984,0.289115064418924
"4070",-0.598077,51.373792,15.6613511746674,0.273851603820531
"4071",-0.59806,51.373819,15.5923751014275,0.310801684104987
"4072",-0.598042,51.373844,14.5988517090531,0.326877431704693
"4073",-0.598023,51.373869,14.676534625487,0.403982786905233
"4074",-0.598,51.373893,14.5115936917424,0.485142244352659
"4075",-0.597974,51.373915,13.8270378662208,0.63446102627635
"4076",-0.597941,51.373935,13.8064735812163,0.793305177243962
"4077",-0.5979,51.373953,14.2663161667806,0.897764902128903
"4078",-0.597855,51.373969,14.2707743328725,1.01566773794028
"4079",-0.597808,51.373982,13.7138410569105,1.06862315757933
"4080",-0.597759,51.373994,13.8614685986033,1.13377070702276
"4081",-0.597711,51.374004,13.1365572308313,1.17278881796229
"4082",-0.597663,51.374013,12.9108747340465,1.21313196397635
"4083",-0.597615,51.374021,12.7055508002961,1.30280859183294
"4084",-0.597566,51.374027,12.5990213823838,1.39668408262697
"4085",-0.597515,51.374031,12.8392162230576,1.5707726079082
"4086",-0.597462,51.374031,13.1409826108499,1.65068441333592
"4087",-0.597406,51.374029,13.9292930250154,1.72419846222947
"4088",-0.597348,51.374025,14.5517531156615,1.75855720120652
"4089",-0.597289,51.37402,14.8906727310381,1.68824281320723
"4090",-0.597232,51.374017,14.2311894304451,1.61386718049258
"4091",-0.59718,51.374016,12.9053962261415,1.72684348913421
"4092",-0.597123,51.374012,14.3071351105047,1.82663137845401
"4093",-0.597063,51.374005,15.3778745071055,1.93394780608461
"4094",-0.597004,51.373995,15.6503848738875,1.9861807458333
"4095",-0.596943,51.373983,16.5318302104065,1.96671361597238
"4096",-0.596884,51.373972,15.8570217549427,1.96076006688639
"4097",-0.596824,51.373961,16.0863948378092,1.89022772517811
"4098",-0.596763,51.373952,15.9329050659219,1.82660190071756
"4099",-0.596703,51.373945,15.3796076036164,1.79493289333064
"4100",-0.596644,51.373939,15.0067142998756,1.71913289567287
"4101",-0.596584,51.373935,15.0446665080407,1.53213584227998
"4102",-0.596526,51.373936,14.3941954836838,1.53278950619791
"4103",-0.596467,51.373937,14.6419748140343,1.44908868290176
"4104",-0.596412,51.37394,13.7410047811333,1.40620390016139
"4105",-0.596358,51.373944,13.5747228898089,1.25009205579651
"4106",-0.596304,51.373952,14.1104910472874,1.07712478336154
"4107",-0.596254,51.373964,14.0799848005406,0.897754142806958
